Company Name,Stock,Ticker,ESG Risk,ESG Rating
"Tandem Diabetes Care, Inc.",NAS,TNDM,High ESG Risk,35.3
"Tanger Factory Outlet Centers, Inc.",NYS,SKT,Low ESG Risk,14.4
Tangerine Pomelo Group SAPI de CV,-,,Medium ESG Risk,22.2
"Tango Therapeutics, Inc.",NAS,TNGX,Medium ESG Risk,28.9
"Tangrenshen Group Co., Ltd.",SHE,2567,Severe ESG Risk,49.6
Tangshan Jidong Cement Co. Ltd.,SHE,401,Severe ESG Risk,41.6
"Tangshan Port Group Co., Ltd.",SHG,601000,Low ESG Risk,16.9
"Tangshan Sanyou Chemical Industries Co., Ltd.",SHG,600409,Severe ESG Risk,41.2
Tanla Platforms Ltd.,BOM,532790,Medium ESG Risk,24.8
"TANSEISHA Co., Ltd.",TKS,9743,Medium ESG Risk,23.9
"Tanvex BioPharma, Inc.",TAI,6541,High ESG Risk,30.6
Taokaenoi Food & Marketing Public Co. Ltd.,BKK,TKN,High ESG Risk,39.4
"Tapestry, Inc.",NYS,TPR,Low ESG Risk,13.3
Targa Resources Corp.,NYS,TRGP,High ESG Risk,33
Targa Resources Partners LP,OTC,TRGP5356788,Medium ESG Risk,29.6
Target Corp.,NYS,TGT,Low ESG Risk,14.4
Target Healthcare REIT Plc,LON,THRL,High ESG Risk,31.7
Target Hospitality Corp.,NAS,TH,High ESG Risk,30.5
Taro Pharmaceutical Industries Ltd.,NYS,TARO,High ESG Risk,34.4
"Tarsus Pharmaceuticals, Inc.",NAS,TARS,High ESG Risk,33
Taseko Mines Ltd.,TSE,TKO,Severe ESG Risk,53.7
"TaskUs, Inc.",NAS,TASK,Medium ESG Risk,24.9
Tasmanian Public Finance Corp.,-,,Low ESG Risk,19.5
Tassal Group Ltd.,-,,High ESG Risk,36.1
Tat Gida Sanayi AS,IST,TATGD.E,Medium ESG Risk,29.6
Tata Chemicals Ltd.,BOM,500770,High ESG Risk,34.6
Tata Communications Ltd.,BOM,500483,Medium ESG Risk,24.4
Tata Consultancy Services Ltd.,BOM,532540,Low ESG Risk,11.4
Tata Consumer Products Ltd.,BOM,500800,High ESG Risk,30.2
Tata Elxsi Ltd.,BOM,500408,Medium ESG Risk,20.8
Tata Investment Corp. Ltd.,BOM,501301,High ESG Risk,32.8
Tata Motors Ltd.,BOM,500570,Medium ESG Risk,27.5
"Tata Power Co., Ltd.",BOM,500400,Severe ESG Risk,40.9
Tata Steel Ltd.,BOM,500470,High ESG Risk,30.7
Tata Teleservices (Maharashtra) Ltd.,BOM,532371,High ESG Risk,32
Tate & Lyle Plc,LON,TATE,Medium ESG Risk,24.9
Tatneft PJSC,MIC,TATN,Severe ESG Risk,46.3
Tatra Banka as,BRA,1TAT01D,Low ESG Risk,18.3
"Tatsuta Electric Wire & Cable Co., Ltd.",TKS,5809,Medium ESG Risk,23.3
"Tattooed Chef, Inc.",NAS,TTCF,High ESG Risk,39.8
Tatung Co.,TAI,2371,Medium ESG Risk,25.1
TAURON Polska Energia SA,WAR,TPE,High ESG Risk,37.7
Taurus Armas SA,BSP,TASA4,Severe ESG Risk,42.1
TAV Havalimanlari Holding AS,IST,TAVHL.E,Medium ESG Risk,20.4
Tayca Corp.,TKS,4027,Severe ESG Risk,40.7
"Tayho Advanced Materials Group Co., Ltd.",SHE,2254,Medium ESG Risk,23.5
Taylor Maritime Investments Ltd.,LON,TMI,High ESG Risk,34.9
Taylor Morrison Home Corp.,NYS,TMHC,Low ESG Risk,16.4
Taylor Wimpey Plc,LON,TW,Low ESG Risk,14.1
TBC Bank Group Plc,LON,TBCG,Low ESG Risk,13.9
"TBEA Co., Ltd.",SHG,600089,High ESG Risk,32.9
"TBS Holdings, Inc.",TKS,9401,Low ESG Risk,18.2
TC Energy Corp.,TSE,TRP,Medium ESG Risk,23.4
"TCI Co., Ltd.",ROCO,8436,Medium ESG Risk,24
TCI Express Ltd.,BOM,540212,Medium ESG Risk,23.4
TCL Electronics Holdings Ltd.,HKG,1070,Low ESG Risk,19.2
TCL Technology Group Corp.,SHE,100,Medium ESG Risk,29.8
"TCL Zhonghuan Renewable Energy Technology Co., Ltd.",SHE,2129,Severe ESG Risk,40
TCS Group Holding Plc,LON,TCS,High ESG Risk,30
TD SYNNEX Corp.,NYS,SNX,Low ESG Risk,10.3
TDF Infrastructure Holding SAS,-,,Medium ESG Risk,24.5
TDK Corp.,TKS,6762,Low ESG Risk,19.4
TE Connectivity Ltd.,NYS,TEL,Low ESG Risk,14.8
Team17 Group PLC,LON,TM17,Low ESG Risk,13.5
TeamLease Services Ltd.,BOM,539658,Low ESG Risk,11.4
TeamViewer AG,ETR,TMV,Negligible ESG Risk,9.9
Tecan Group AG,SWX,TECN,Low ESG Risk,13.4
Tech Mahindra Ltd.,BOM,532755,Low ESG Risk,11.6
Techem Verwaltungsgesellschaft 671 mbH,-,,Negligible ESG Risk,8.7
TechMatrix Corp.,TKS,3762,Medium ESG Risk,21.1
Technip Energies NV,PAR,TE,High ESG Risk,33.3
TechnipFMC plc,NYS,FTI,Medium ESG Risk,27.9
Technogym SpA,MIL,TGYM,Negligible ESG Risk,10
Technology One Ltd.,ASX,TNE,Low ESG Risk,17.5
"TechnoPro Holdings, Inc.",TKS,6028,Low ESG Risk,10.8
Technoprobe SpA,MIL,TPRO,High ESG Risk,35.5
"TechTarget, Inc.",NAS,TTGT,Medium ESG Risk,26.5
"Techtronic Industries Co., Ltd.",HKG,669,Medium ESG Risk,22.9
Teck Resources Limited,TSE,TECK.B,Medium ESG Risk,20.4
Técnicas Reunidas SA,MCE,TRE,Medium ESG Risk,24.2
"TECO Electric & Machinery Co., Ltd.",TAI,1504,Low ESG Risk,19.6
"TECSYS, Inc.",TSE,TCS,Medium ESG Risk,25
Teekay Corp.,NYS,TK,High ESG Risk,33.6
Teekay Tankers Ltd.,NYS,TNK,Medium ESG Risk,26.1
"TEGNA, Inc.",NYS,TGNA,Low ESG Risk,14.7
Teijin Ltd.,TKS,3401,Medium ESG Risk,24.4
"Teikoku Electric Manufacturing Co., Ltd.",TKS,6333,High ESG Risk,34.8
"Teikoku Sen-I Co., Ltd.",TKS,3302,High ESG Risk,35.1
Tejas Networks Ltd.,BOM,540595,Medium ESG Risk,21.7
Tejon Ranch Co.,NYS,TRC,Medium ESG Risk,23.6
Tekfen Holding AS,IST,TKFEN.E,Medium ESG Risk,27.3
Tekken Corp.,TKS,1815,Severe ESG Risk,42.6
Teknosa Ic ve Dis Ticaret AS,IST,TKNSA.E,Medium ESG Risk,21.8
"Teladoc Health, Inc.",NYS,TDOC,Medium ESG Risk,25.2
TELCON RF PHARMACEUTICAL. Inc.,KRX,200230,High ESG Risk,38.5
Tele2 AB,OME,TEL2.B,Low ESG Risk,18.4
Telecom Argentina SA,BUE,TECO2,Medium ESG Risk,27.5
Telecom Egypt,CAI,ETEL,High ESG Risk,33.4
Telecom Italia SpA,MIL,TIT,Low ESG Risk,18.7
Telecom Plus Plc,LON,TEP,Low ESG Risk,12.2
Telecommunications Services of Trinidad & Tobago Ltd.,-,,High ESG Risk,32.6
"Teledyne Technologies, Inc.",NYS,TDY,High ESG Risk,35.5
"Teleflex, Inc.",NYS,TFX,Medium ESG Risk,29.6
Telefonaktiebolaget LM Ericsson,OME,ERIC.B,Low ESG Risk,18
Telefonica Brasil SA,BSP,VIVT3,Low ESG Risk,17.3
Telefónica Celular del Paraguay SAE,-,,Medium ESG Risk,20.4
Telefónica Deutschland Holding AG,ETR,O2D,Low ESG Risk,12.8
Telefónica SA,MCE,TEF,Low ESG Risk,15.2
Telekom Austria AG,WBO,TKA,Low ESG Risk,15.2
Telekom Malaysia Bhd.,KLS,4863,Medium ESG Risk,27.8
Telenet Group Holding NV,BRU,TNET,Low ESG Risk,15.7
Telenor ASA,OSL,TEL,Medium ESG Risk,22.4
Teleperformance SA,PAR,TEP,Low ESG Risk,13
"Telephone & Data Systems, Inc.",NYS,TDS,High ESG Risk,36.9
Telesat Corp.,TSE,TSAT,High ESG Risk,33.9
Television Broadcasts Ltd.,HKG,511,Medium ESG Risk,20.3
Télévision Française 1 SA,PAR,TFI,Low ESG Risk,13.7
Telia Co. AB,OME,TELIA,Low ESG Risk,19.5
Telix Pharmaceuticals Ltd.,ASX,TLX,Medium ESG Risk,28.7
Telkom SA SOC Ltd.,JSE,TKG,High ESG Risk,30.6
"Telling Telecommunication Holding Co., Ltd.",SHE,829,Medium ESG Risk,25.7
"Tellurian, Inc.",ASE,TELL,Severe ESG Risk,44.9
Telos Corp.,NAS,TLS,Medium ESG Risk,23.1
Telstra Corp. Ltd.,-,,Medium ESG Risk,21.2
TELUS Corp.,TSE,T,Low ESG Risk,17.4
"TELUS International (CDA), Inc.",TSE,TIXT,Low ESG Risk,14.8
Temenos AG,SWX,TEMN,Low ESG Risk,11.9
Temple & Webster Group Ltd.,ASX,TPW,Medium ESG Risk,23
"Tempur Sealy International, Inc.",NYS,TPX,Low ESG Risk,14
Ten Entertainment Group Plc,LON,TEG,Medium ESG Risk,28.5
Ten Square Games SA,WAR,TEN,Low ESG Risk,16.5
"Tenable Holdings, Inc.",NAS,TENB,Medium ESG Risk,21.9
Tenaga Nasional Bhd.,KLS,5347,High ESG Risk,32.2
Tenaris SA,MIL,TEN,Medium ESG Risk,23.3
"Tenaya Therapeutics, Inc.",NAS,TNYA,Severe ESG Risk,44.2
Tencent Holdings Ltd.,HKG,700,Medium ESG Risk,22
Tencent Music Entertainment Group,HKG,1698,Medium ESG Risk,27.8
Tenet Healthcare Corp.,NYS,THC,High ESG Risk,35
Tengizchevroil LLP,-,,Severe ESG Risk,58.3
TENMA Corp.,TKS,7958,High ESG Risk,34.9
Tennant Co.,NYS,TNC,Medium ESG Risk,23.2
"Tenneco, Inc.",-,,Low ESG Risk,13.2
Tennessee Gas Pipeline Co. LLC,-,,Medium ESG Risk,24.6
Tennessee Valley Authority,NYS,TVC,High ESG Risk,36.2
TenneT Holding BV,-,,Low ESG Risk,15.6
"TENON Medical, Inc.",NAS,TNON,Medium ESG Risk,25
Teollisuuden Voima Oyj,-,,Medium ESG Risk,20.5
Teradata Corp.,NYS,TDC,Low ESG Risk,17.4
"Teradyne, Inc.",NAS,TER,Low ESG Risk,17.1
Teranet Holdings LP,-,,Medium ESG Risk,26.6
"TeraWulf, Inc.",NAS,WULF,Medium ESG Risk,25.3
Teréga SAS,-,,High ESG Risk,30.2
Terex Corp.,NYS,TEX,Medium ESG Risk,26.6
"Terminix Global Holdings, Inc.",-,,Low ESG Risk,14.1
Termocandelaria Power SA,-,,High ESG Risk,36
Termocandelaria SCA ESP,-,,Severe ESG Risk,50.8
Terna Energy SA,ATH,TENERGY,Low ESG Risk,18
TERNA Rete Elettrica Nazionale SpA,MIL,TRN,Negligible ESG Risk,9.3
TerraCom Ltd.,ASX,TER,Severe ESG Risk,50.4
Terrafina,MEX,TERRA13,Negligible ESG Risk,8.4
Terran Orbital Corp.,NYS,LLAP,Medium ESG Risk,20.8
"TerraSky Co., Ltd.",TKS,3915,Medium ESG Risk,26
Terreno Realty Corp.,NYS,TRNO,Low ESG Risk,14.1
Terumo Corp.,TKS,4543,Medium ESG Risk,25.5
Terveystalo Oyj,HEL,TTALO,Low ESG Risk,19.3
"TES Co., Ltd.",KRX,95610,Medium ESG Risk,21.9
Tesco Plc,LON,TSCO,Medium ESG Risk,21.7
"Tesla, Inc.",NAS,TSLA,Medium ESG Risk,27.2
"TESS Holdings Co., Ltd.",TKS,5074,Medium ESG Risk,28.9
Tessenderlo Group NV,BRU,TESB,High ESG Risk,36.6
"Test Research, Inc.",TAI,3030,Low ESG Risk,16.2
Tethys Oil AB,OME,TETY,Severe ESG Risk,43.9
"Tetra Tech, Inc.",NAS,TTEK,Low ESG Risk,18.4
"TETRA Technologies, Inc.",NYS,TTI,High ESG Risk,32.2
Teva Pharmaceutical Industries Ltd.,TAE,TEVA,Medium ESG Risk,29.7
"Texas Capital Bancshares, Inc.",NAS,TCBI,High ESG Risk,31.2
Texas Instruments Incorporated,NAS,TXN,Medium ESG Risk,20.6
Texas Pacific Land Corp.,NYS,TPL,Negligible ESG Risk,10
"Texas Roadhouse, Inc.",NAS,TXRH,Medium ESG Risk,26.4
Texhong International Group Ltd.,HKG,2678,Low ESG Risk,19
Textainer Group Holdings Ltd.,NYS,TGH,Medium ESG Risk,25.3
"Textron, Inc.",NYS,TXT,High ESG Risk,33.8
Texwinca Holdings Ltd.,HKG,321,Medium ESG Risk,22
TF Bank AB,OME,TFBANK,High ESG Risk,30.8
"TFI International, Inc.",TSE,TFII,Medium ESG Risk,20.3
TFS Financial Corp.,NAS,TFSL,Medium ESG Risk,27.4
"TG Therapeutics, Inc.",NAS,TGTX,Medium ESG Risk,28.9
TGS ASA,OSL,TGS,Low ESG Risk,18.7
"Thai Beverage Public Co., Ltd.",SES,Y92,Medium ESG Risk,21.1
Thai Life Insurance Public Co. Ltd.,BKK,TLI,High ESG Risk,30
Thai Oil Public Co. Ltd.,BKK,TOP,Medium ESG Risk,29.7
Thai Union Group Public Co. Ltd.,BKK,TU,High ESG Risk,36.5
Thai Vegetable Oil Public Co. Ltd.,BKK,TVO,Medium ESG Risk,26.6
Thaicom Public Co. Ltd.,BKK,THCOM,Medium ESG Risk,28.5
Thaifoods Group Public Co. Ltd.,BKK,TFG,High ESG Risk,37
Thales SA,PAR,HO,Medium ESG Risk,28.7
Thames Water Utilities Ltd.,-,,High ESG Risk,30.6
"Thanachart Capital Public Co., Ltd.",BKK,TCAP,High ESG Risk,31
"The 77 Bank, Ltd.",TKS,8341,Medium ESG Risk,28.2
The a2 Milk Co. Ltd.,NZE,ATM,High ESG Risk,30.2
"The Aaron's Co., Inc.",NYS,AAN,Low ESG Risk,19.1
The ADT Security Corp.,-,,Medium ESG Risk,24.9
The AES Corp.,NYS,AES,High ESG Risk,32.8
The African Development Bank,-,,Low ESG Risk,17.2
The African Risk Capacity Insurance Co. Ltd.,-,,Negligible ESG Risk,5.7
The Akita Bank Ltd.,TKS,8343,Medium ESG Risk,29.7
The Allstate Corp.,NYS,ALL,Low ESG Risk,19.2
The Ambassador Hotel Ltd.,TAI,2704,Medium ESG Risk,23.7
"The Andersons, Inc.",NAS,ANDE,Low ESG Risk,18.8
"The Arena Group Holdings, Inc.",ASE,AREN,Medium ESG Risk,21
The Awa Bank Ltd.,TKS,8388,Medium ESG Risk,26
"The AZEK Co., Inc.",NYS,AZEK,Low ESG Risk,14.8
"The Bancorp, Inc. (Delaware)",NAS,TBBK,Medium ESG Risk,26.3
"The Bank of Chongqing Co., Ltd.",HKG,1963,Medium ESG Risk,28.5
The Bank of East Asia Ltd.,HKG,23,Medium ESG Risk,20.6
The Bank of Iwate Ltd.,TKS,8345,High ESG Risk,31
"The Bank of Kyoto, Ltd.",TKS,8369,High ESG Risk,31.1
The Bank of N.T. Butterfield & Son Ltd.,NYS,NTB,Medium ESG Risk,27.2
The Bank of Nagoya Ltd.,TKS,8522,Medium ESG Risk,28.4
The Bank of New York Mellon Corp.,NYS,BK,Medium ESG Risk,20.1
The Bank of Nova Scotia,TSE,BNS,Medium ESG Risk,20.1
The Bank of Saga Ltd.,TKS,8395,Medium ESG Risk,29.5
The Beauty Health Co.,NAS,SKIN,Medium ESG Risk,27.7
The Bell Telephone Company of Canada,-,,Low ESG Risk,17.4
The Berkeley Group Plc,-,,Low ESG Risk,16
The Bidvest Group Ltd.,JSE,BVT,Severe ESG Risk,40.1
The Boeing Co.,NYS,BA,High ESG Risk,39.6
The Bombay Burmah Trading Corp. Ltd.,BOM,501425,Severe ESG Risk,45.1
The Brink's Co.,NYS,BCO,High ESG Risk,32.6
The British Land Co. Plc,LON,BLND,Negligible ESG Risk,9.2
The British United Provident Association Ltd.,-,,Low ESG Risk,19.8
The Brooklyn Union Gas Co.,-,,High ESG Risk,30.5
"The Buckle, Inc.",NYS,BKE,Low ESG Risk,15.8
The Caisse de dépôt et placement du Québec,-,,Medium ESG Risk,24.2
The Calgary Airport Authority,-,,Medium ESG Risk,21.7
The Canada Life Assurance Co.,-,,Medium ESG Risk,25.8
"The Carlyle Group, Inc.",NAS,CG,Low ESG Risk,19
The Cato Corp.,NYS,CATO,Low ESG Risk,17.5
The Central America Bottling Corp.,-,,Medium ESG Risk,27.4
The Charles Schwab Corp.,NYS,SCHW,Medium ESG Risk,23.2
"The Chefs' Warehouse, Inc.",NAS,CHEF,Low ESG Risk,18
The Chemours Co.,NYS,CC,Medium ESG Risk,27.6
"The Chiba Bank, Ltd.",TKS,8331,Medium ESG Risk,23.7
The Children's Hospital of Philadelphia,-,,High ESG Risk,30
"The Children's Place, Inc.",NAS,PLCE,Low ESG Risk,14.2
"The Chugoku Bank, Ltd.",-,,High ESG Risk,30.9
"The Chugoku Electric Power Co., Inc.",TKS,9504,Severe ESG Risk,52
The Church Commissioners for England,-,,High ESG Risk,33
The Cigna Group,NYS,CI,Low ESG Risk,14.2
The Cleveland Electric Illuminating Co.,-,,Low ESG Risk,19.2
The Clorox Co.,NYS,CLX,Medium ESG Risk,21.3
The Co-operative Bank Plc,-,,Negligible ESG Risk,8.6
The Coca-Cola Co.,NYS,KO,Medium ESG Risk,21.7
The Commercial Real Estate Co.,KUW,ALTIJARIA,Low ESG Risk,16.3
The Company for Cooperative Insurance,SAU,8010,High ESG Risk,33.7
The Connecticut Light & Power Co.,-,,Medium ESG Risk,24.3
"The Container Store Group, Inc.",NYS,TCS,Medium ESG Risk,21.9
"The Cooper Cos., Inc.",NYS,COO,Low ESG Risk,19.4
"The Descartes Systems Group, Inc.",TSE,DSG,Low ESG Risk,14.6
"The Duckhorn Portfolio, Inc.",NYS,NAPA,Low ESG Risk,18.2
The E.W. Scripps Co.,NAS,SSP,Low ESG Risk,14.3
The East Ohio Gas Co.,-,,Medium ESG Risk,28
"The Ehime Bank, Ltd.",TKS,8541,Medium ESG Risk,26
The Empire Life Insurance Co.,-,,Low ESG Risk,19.4
"The Ensign Group, Inc.",NAS,ENSG,High ESG Risk,30.9
"The Estée Lauder Companies, Inc.",NYS,EL,Medium ESG Risk,26.2
The Export-Import Bank of China,-,,Medium ESG Risk,21.1
The Export-Import Bank of Korea,-,,Low ESG Risk,14.8
The Federal Bank Ltd. (India),BOM,500469,Severe ESG Risk,42.3
The Fédération des caisses Desjardins du Québec,-,,Low ESG Risk,14.9
"The First Bancorp, Inc. (Maine)",NAS,FNLC,Medium ESG Risk,27.3
"The First Bancshares, Inc. (Mississippi)",NAS,FBMS,Medium ESG Risk,29.2
The First International Bank of Israel Ltd.,TAE,FIBI,High ESG Risk,39.2
The First of Long Island Corp.,NAS,FLIC,Medium ESG Risk,29.4
The Foschini Group Ltd.,JSE,TFG,Low ESG Risk,19
"The Fukui Bank, Ltd.",TKS,8362,High ESG Risk,31.7
"The GEO Group, Inc.",NYS,GEO,Medium ESG Risk,24
The George Washington University,-,,Low ESG Risk,13.2
"The Goldman Sachs Group, Inc.",NYS,GS,Medium ESG Risk,24.3
The Gorman-Rupp Co.,NYS,GRC,High ESG Risk,31.2
The Great Rolling Stock Co. Plc,-,,Medium ESG Risk,26.5
The Great Taipei Gas Corp.,TAI,9908,Medium ESG Risk,30
The Guinness Partnership Ltd.,-,,Medium ESG Risk,27
The Gulf Bank of Kuwait,KUW,GBK,High ESG Risk,30.7
The Gym Group Plc,LON,GYM,Medium ESG Risk,25.4
"The Hachijuni Bank, Ltd.",TKS,8359,Medium ESG Risk,28.1
"The Hackett Group, Inc.",NAS,HCKT,Low ESG Risk,19.1
"The Hain Celestial Group, Inc.",NAS,HAIN,High ESG Risk,31.4
"The Hanover Insurance Group, Inc.",NYS,THG,Medium ESG Risk,24.9
"The Hartford Financial Services Group, Inc.",NYS,HIG,Low ESG Risk,15.9
The Hershey Co.,NYS,HSY,Medium ESG Risk,26
"The Home Depot, Inc.",NYS,HD,Low ESG Risk,12.6
"The Honest Co., Inc.",NAS,HNST,Medium ESG Risk,26.2
The Hongkong & Shanghai Hotels Ltd.,HKG,45,Medium ESG Risk,29.9
The Hospital for Sick Children,-,,High ESG Risk,30
The Hour Glass Ltd.,SES,AGS,Low ESG Risk,18.4
The Howard Hughes Corp.,NYS,HHC,Low ESG Risk,18.2
The Hub Power Co. Ltd.,KAR,HUBC,High ESG Risk,39.9
"The Hyakugo Bank, Ltd.",TKS,8368,High ESG Risk,32.4
"The Hyakujushi Bank, Ltd.",TKS,8386,Medium ESG Risk,29.7
The Independent Order of Foresters,-,,Medium ESG Risk,28.4
The Israel Electric Corp. Ltd.,-,,High ESG Risk,30.3
The Israel Land Development Co. Ltd.,TAE,ILDC,Medium ESG Risk,24
The Iyo Bank Ltd.,-,,High ESG Risk,34.8
The J. M. Smucker Co.,NYS,SJM,High ESG Risk,30.7
The Japan Steel Works Ltd.,TKS,5631,High ESG Risk,36.5
"The Japan Wool Textile Co., Ltd.",TKS,3201,Medium ESG Risk,20.4
The Johns Hopkins Health System Corp.,-,,Medium ESG Risk,28.2
The Joint Corp. (United States),NAS,JYNT,Medium ESG Risk,28.6
"The Kansai Electric Power Co., Inc.",TKS,9503,High ESG Risk,35.3
"The Keiyo Bank, Ltd.",TKS,8544,Medium ESG Risk,28.7
"The Kiyo Bank, Ltd.",TKS,8370,Medium ESG Risk,28.5
The Kraft Heinz Co.,NAS,KHC,High ESG Risk,34.1
The Kroger Co.,NYS,KR,Medium ESG Risk,21.3
The Lovesac Co.,NAS,LOVE,Low ESG Risk,15.6
"The Manitowoc Co., Inc.",NYS,MTW,Medium ESG Risk,25.7
The Methodist Hospital,-,,High ESG Risk,31.4
The Middleby Corp.,NAS,MIDD,High ESG Risk,30.4
The Miyazaki Bank Ltd.,TKS,8393,High ESG Risk,31.5
The Monogatari Corp.,TKS,3097,High ESG Risk,31.1
The Mosaic Co.,NYS,MOS,High ESG Risk,33.6
"The Musashino Bank, Ltd.",TKS,8336,High ESG Risk,37.2
"The Nature Holdings Co., Ltd.",KRX,298540,Medium ESG Risk,22.6
The Navigator Co. SA,LIS,NVG,Low ESG Risk,16.1
The New York Times Co.,NYS,NYT,Low ESG Risk,11.6
"THE NIPPON ROAD CO., LTD.",TKS,1884,High ESG Risk,38.4
"The Nippon Signal Co., Ltd.",TKS,6741,Medium ESG Risk,22.6
"The Nisshin OilliO Group, Ltd.",TKS,2602,Severe ESG Risk,42
The Norinchukin Bank,-,,Medium ESG Risk,28.6
"The North West Co., Inc.",TSE,NWC,Medium ESG Risk,25.5
The Northwestern Mutual Life Insurance Co.,-,,High ESG Risk,32.6
The ODP Corp.,NAS,ODP,Low ESG Risk,16.5
The Ogaki Kyoritsu Bank Ltd.,TKS,8361,Medium ESG Risk,28.1
"The Okinawa Electric Power Co., Inc.",TKS,9511,Severe ESG Risk,44.5
The One Enterprise Public Co. Ltd.,BKK,ONEE,Low ESG Risk,18.7
"The ONE Group Hospitality, Inc.",NAS,STKS,High ESG Risk,31.8
The Pack Corp.,TKS,3950,Medium ESG Risk,21.3
"The Pennant Group, Inc.",NAS,PNTG,Medium ESG Risk,22.9
The Phoenix Mills Ltd.,BOM,503100,Medium ESG Risk,21.5
"The PNC Financial Services Group, Inc.",NYS,PNC,Medium ESG Risk,26.1
The PRS REIT Plc,LON,PRSR,Low ESG Risk,18.2
The Ramco Cements Ltd.,BOM,500260,High ESG Risk,34
"The RealReal, Inc.",NAS,REAL,Medium ESG Risk,26.9
The Restaurant Group Plc,LON,RTN,Medium ESG Risk,26.9
"The RMR Group, Inc.",NAS,RMR,Low ESG Risk,19
The Royal London Mutual Insurance Society Ltd.,-,,Medium ESG Risk,27.4
The Sage Group plc,LON,SGE,Low ESG Risk,18.3
The Saudi British Bank,SAU,1060,High ESG Risk,36.5
The Saudi Investment Bank,SAU,1030,High ESG Risk,32.3
The Searle Co. Ltd.,KAR,SEARL,High ESG Risk,39.4
The Shanghai Commercial & Savings Bank Ltd.,TAI,5876,Low ESG Risk,18.4
The Sherwin-Williams Co.,NYS,SHW,Medium ESG Risk,29.1
"The Shibusawa Warehouse Co., Ltd.",TKS,9304,Medium ESG Risk,24.7
"The Shiga Bank, Ltd.",TKS,8366,High ESG Risk,31.8
"The Shikoku Bank, Ltd.",TKS,8387,Medium ESG Risk,27.9
The Shipping Corp. of India Ltd.,BOM,523598,Medium ESG Risk,25
The Shizuoka Bank Ltd.,-,,Medium ESG Risk,29.4
"The Shyft Group, Inc.",NAS,SHYF,Low ESG Risk,19.2
The Siam Cement Public Co. Ltd.,BKK,SCC,Medium ESG Risk,21.1
The Simply Good Foods Co.,NAS,SMPL,High ESG Risk,34.7
The Society of Lloyd's,-,,Medium ESG Risk,25.8
The Southern Co.,NYS,SO,High ESG Risk,33
The St. Joe Co.,NYS,JOE,Medium ESG Risk,24.4
The Star Entertainment Group Ltd.,ASX,SGR,Medium ESG Risk,24.4
The Straits Trading Co. Ltd.,SES,S20,Severe ESG Risk,48.9
The Swatch Group AG,SWX,UHR,Low ESG Risk,16.7
The Tel Aviv Stock Exchange Ltd.,TAE,TASE,Medium ESG Risk,21.7
The Timken Co.,NYS,TKR,Medium ESG Risk,22.3
"The TJX Cos., Inc.",NYS,TJX,Low ESG Risk,14.6
"The Tochigi Bank, Ltd.",TKS,8550,Medium ESG Risk,28.6
"The Toho Bank, Ltd.",TKS,8346,Medium ESG Risk,27.2
The Toro Co.,NYS,TTC,Medium ESG Risk,21.1
The Toronto-Dominion Bank,TSE,TD,Low ESG Risk,19.9
"The Towa Bank, Ltd.",TKS,8558,Medium ESG Risk,26.3
"The Trade Desk, Inc.",NAS,TTD,Medium ESG Risk,22.4
"The Travelers Cos., Inc.",NYS,TRV,Medium ESG Risk,20
The UNITE Group Plc,LON,UTG,Low ESG Risk,15.5
The United Laboratories International Holdings Ltd.,HKG,3933,High ESG Risk,30.3
The University of Liverpool,-,,Low ESG Risk,12.5
The University of Manchester,-,,Low ESG Risk,10.3
The University of Melbourne,-,,Low ESG Risk,14.8
The University of Southampton,-,,Low ESG Risk,12.2
The University of Sydney,-,,Low ESG Risk,12
"The Vita Coco Co., Inc.",NAS,COCO,Severe ESG Risk,40.6
The Walt Disney Co.,NYS,DIS,Low ESG Risk,14.7
The Warehouse Group Ltd.,NZE,WHS,Low ESG Risk,15.1
The Weir Group Plc,LON,WEIR,Medium ESG Risk,22
The Wendy's Co.,NAS,WEN,Medium ESG Risk,26.4
The Western Union Co.,NYS,WU,Low ESG Risk,15.3
The Wharf (Holdings) Ltd.,HKG,4,Low ESG Risk,19.2
The William Pears Group of Cos. Ltd.,-,,Medium ESG Risk,22.5
"The Williams Cos., Inc.",NYS,WMB,Medium ESG Risk,21.9
The Wrekin Housing Group Ltd.,-,,Medium ESG Risk,23.1
"The Yamagata Bank, Ltd.",TKS,8344,Medium ESG Risk,27.6
"The Yamanashi Chuo Bank, Ltd.",TKS,8360,Medium ESG Risk,26.5
"The Yokohama Rubber Co., Ltd.",TKS,5101,Medium ESG Risk,21
The York Water Co.,NAS,YORW,Severe ESG Risk,41.2
Theme International Holdings Ltd.,HKG,990,Medium ESG Risk,20.2
"Theravance Biopharma, Inc.",NAS,TBPH,High ESG Risk,30.4
Thermador Groupe SA,PAR,THEP,Low ESG Risk,18.4
Thermax Ltd.,BOM,500411,High ESG Risk,31.2
"Thermo Fisher Scientific, Inc.",NYS,TMO,Low ESG Risk,13.6
"Thermon Group Holdings, Inc.",NYS,THR,Medium ESG Risk,23.7
"Theseus Pharmaceuticals, Inc.",NAS,THRX,Medium ESG Risk,29.9
THG Plc,LON,THG,Medium ESG Risk,23.8
"Thinking Electronic Industrial Co., Ltd.",TAI,2428,Medium ESG Risk,20.9
thinkproject Holding GmbH,-,,Negligible ESG Risk,9.5
"Third Coast Bancshares, Inc.",NAS,TCBX,Medium ESG Risk,29.2
